wilayah,tahun,periode,id_periode,nilai,nasional,target,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator,,,,
1403,2022,00,202200,126254970,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1404,2022,00,202200,159540530,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1405,2022,00,202200,224114240,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1406,2022,00,202200,118295040,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1407,2022,00,202200,85148620,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1408,2022,00,202200,301923720,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1409,2022,00,202200,145907350,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1410,2022,00,202200,116607460,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1501,2022,00,202200,48159000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1502,2022,00,202200,56726000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1503,2022,00,202200,69684000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1504,2022,00,202200,77600000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1505,2022,00,202200,79860000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1506,2022,00,202200,109352000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1507,2022,00,202200,154355000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1508,2022,00,202200,57138000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1509,2022,00,202200,66765000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1601,2022,00,202200,46902710,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1602,2022,00,202200,44366890,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1603,2022,00,202200,181352590,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1604,2022,00,202200,60634760,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1605,2022,00,202200,55484380,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1606,2022,00,202200,130679830,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1607,2022,00,202200,40398470,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1608,2022,00,202200,24241420,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1609,2022,00,202200,27194420,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1610,2022,00,202200,31358300,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1611,2022,00,202200,16322080,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1612,2022,00,202200,40898470,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1613,2022,00,202200,44439670,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1701,2022,00,202200,39465000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1702,2022,00,202200,39081000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1703,2022,00,202200,40678000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1704,2022,00,202200,32597000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1705,2022,00,202200,25433000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1706,2022,00,202200,31628000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1707,2022,00,202200,36261000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1708,2022,00,202200,33513000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1709,2022,00,202200,54623000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1801,2022,00,202200,27297350,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1802,2022,00,202200,27758940,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1803,2022,00,202200,47827730,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1804,2022,00,202200,44151640,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1805,2022,00,202200,54968950,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1806,2022,00,202200,42521960,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1807,2022,00,202200,33579500,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1808,2022,00,202200,60292390,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1809,2022,00,202200,38360410,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1810,2022,00,202200,31468770,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1811,2022,00,202200,51459870,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1812,2022,00,202200,45690960,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1813,2022,00,202200,32457020,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1901,2022,00,202200,53713000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1902,2022,00,202200,66132000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1903,2022,00,202200,80032000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1904,2022,00,202200,51210000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1905,2022,00,202200,52865000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
1906,2022,00,202200,75008000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
2101,2022,00,202200,58436670,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
2102,2022,00,202200,138711780,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
2103,2022,00,202200,283985560,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
2104,2022,00,202200,47180050,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
2105,2022,00,202200,395838430,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3101,2022,00,202200,350376000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3201,2022,00,202200,48096000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3202,2022,00,202200,27165000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3203,2022,00,202200,21232000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3204,2022,00,202200,38455000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3205,2022,00,202200,25346000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3206,2022,00,202200,22378000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3207,2022,00,202200,29472000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3208,2022,00,202200,24682000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3209,2022,00,202200,24468000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3210,2022,00,202200,28289000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3211,2022,00,202200,34464000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3212,2022,00,202200,48494000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3213,2022,00,202200,28386000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3214,2022,00,202200,74345000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3215,2022,00,202200,107067000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3216,2022,00,202200,114338000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3217,2022,00,202200,28653000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3218,2022,00,202200,30445000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3301,2022,00,202200,60815000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3302,2022,00,202200,34802000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3303,2022,00,202200,28260000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3304,2022,00,202200,24065000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3305,2022,00,202200,23679000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3306,2022,00,202200,27432000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3307,2022,00,202200,24087000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3308,2022,00,202200,28531000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3309,2022,00,202200,35941000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3310,2022,00,202200,36535000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3311,2022,00,202200,46715000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3312,2022,00,202200,31880000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3313,2022,00,202200,45499000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3314,2022,00,202200,44627000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3315,2022,00,202200,21644000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3316,2022,00,202200,34866000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3317,2022,00,202200,33971000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3318,2022,00,202200,37408000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3319,2022,00,202200,133880000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3320,2022,00,202200,29343000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3321,2022,00,202200,24735000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3322,2022,00,202200,53002000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3323,2022,00,202200,30926000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3324,2022,00,202200,48100000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3325,2022,00,202200,31320000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3326,2022,00,202200,26356000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3327,2022,00,202200,19956000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3328,2022,00,202200,25118000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3329,2022,00,202200,26744000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3401,2022,00,202200,31691000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3402,2022,00,202200,30792000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3403,2022,00,202200,29502000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3404,2022,00,202200,47629000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3501,2022,00,202200,30336000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3502,2022,00,202200,23882000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3503,2022,00,202200,28232000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3504,2022,00,202200,39928000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3505,2022,00,202200,33362000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3506,2022,00,202200,28179000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3507,2022,00,202200,43731000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3508,2022,00,202200,32240000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3509,2022,00,202200,34301000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3510,2022,00,202200,53876000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3511,2022,00,202200,29308000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3512,2022,00,202200,33459000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3513,2022,00,202200,33564000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3514,2022,00,202200,106640000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3515,2022,00,202200,116584000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3516,2022,00,202200,84456000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3517,2022,00,202200,34380000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3518,2022,00,202200,27591000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3519,2022,00,202200,28877000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3520,2022,00,202200,31245000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3521,2022,00,202200,25592000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3522,2022,00,202200,76413000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3523,2022,00,202200,62162000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3524,2022,00,202200,33132000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3525,2022,00,202200,122993000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3526,2022,00,202200,24999000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3527,2022,00,202200,23380000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3528,2022,00,202200,22456000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3529,2022,00,202200,35416000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3601,2022,00,202200,24501080,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3602,2022,00,202200,23342140,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3603,2022,00,202200,47776140,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
3604,2022,00,202200,52404760,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5101,2022,00,202200,44325390,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5102,2022,00,202200,50456590,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5103,2022,00,202200,100613800,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5104,2022,00,202200,53331490,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5105,2022,00,202200,43035940,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5106,2022,00,202200,27467610,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5107,2022,00,202200,34559530,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5108,2022,00,202200,43392930,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5201,2022,00,202200,22251000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5202,2022,00,202200,18023000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5203,2022,00,202200,16539000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5204,2022,00,202200,30503000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5205,2022,00,202200,32638000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5206,2022,00,202200,24122000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5207,2022,00,202200,207626000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5208,2022,00,202200,19697000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5301,2022,00,202200,16950000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5302,2022,00,202200,27437000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5303,2022,00,202200,22353000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5304,2022,00,202200,19170000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5305,2022,00,202200,16874000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5306,2022,00,202200,22456000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5307,2022,00,202200,15521000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5308,2022,00,202200,14437000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5309,2022,00,202200,19713000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5310,2022,00,202200,17441000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5311,2022,00,202200,24831000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5312,2022,00,202200,22452000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5313,2022,00,202200,15725000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5314,2022,00,202200,23639000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5315,2022,00,202200,14728000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5316,2022,00,202200,14405000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5317,2022,00,202200,13551000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5318,2022,00,202200,14984000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5319,2022,00,202200,13001000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5320,2022,00,202200,16634000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
5321,2022,00,202200,16719000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6101,2022,00,202200,37687000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6102,2022,00,202200,34780000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6103,2022,00,202200,31514000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6104,2022,00,202200,32019000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6105,2022,00,202200,48372000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6106,2022,00,202200,57973000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6107,2022,00,202200,40641000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6108,2022,00,202200,47793000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6109,2022,00,202200,36758000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6110,2022,00,202200,26280000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6111,2022,00,202200,37991000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6112,2022,00,202200,56605000,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6201,2022,00,202200,95531900,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6202,2022,00,202200,76725600,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6203,2022,00,202200,54342100,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6204,2022,00,202200,61604600,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6205,2022,00,202200,89229200,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6206,2022,00,202200,81681300,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
6207,2022,00,202200,70344900,71030850,,,,,2023-07-03,Rp,Badan Pusat Statistik,2,ind1_pdrbkapita_adhb,,,,
